54|178.248.236.176|178.248.232.0|178.248.239.255|mkb.ru|197068|QRATOR|RU||(+7 495 3746978||1-Y Magistralnyy Tupik 5A, Suite D/304, 123290, Moscow, Russian Federation|
55|80.247.32.208|80.247.32.0|80.247.32.255|russia.tv|25292|VGTRK-AS Vgtrk ITD|RU|SVG27-RIPE|(+7 495 955 8338|lir@rfn.ru|THE RUSSIAN TELEVISION AND RADIO BROADCASTING COMPANY, Information Technology Directorate, 5 ulitsa Yamskogo Polya, 19-21, 125040 MOSCOW, RUSSIA|
56|130.193.68.110|130.193.0.0|130.193.255.255|tvc.ru|49063|DTLN Dataline Ltd|RU|Alexey Borisov|(+7 985 5390049||115184, Moscow, Bolshaya Tatarskaya street, 33/1|
57|81.177.156.116|81.177.156.0|81.177.156.255|1tv.ru|8342|RTCOMM-AS Rtcomm|RU|Alexander Mozhejko|(+7 495 2178490||Russian Public Television, 19, Koroleva St., 127000, Moscow, Russia|
58|185.19.236.238|185.79.236.0|185.79.236.255|rbth.com|200928|"RTTV ANO ""TV Novosti"""|RU|Zaev Alexandr|(+7 499 7500075||Borovaya str., 3, bld.1, Moscow 111020, Russia|
59|95.163.95.9|95.163.94.0|95.163.95.255|kp.ru|198226|KP-AS Komsomolskaya Pravda CJSC|RU|Aleksandr Romashin|(+7 499 777 0282||Komsomolskaya Pravda CJSC, 1/23, str.1, Stary Petrovsko-Razumovsky pr., Moscow, Russia, 127287|
60|195.128.157.227|195.128.157.0|195.128.157.255|lanit.ru|56631|ONLANTA-NET|RU|Dontsov Anatoliy|(+7 495 7211218||111250, Moscow, str.Proezd Zavoda Serp i Molot, 6 stroenie 1|
61|188.44.50.103|188.44.32.0|188.44.63.255|msu.ru|2848|MSU Vorobjovy Gory, Moscow, Russia, RU|RU||(+7-495-939-2829||Main building, Room A-1007, Moscow State University, Lenin's Hills, 119992, Moscow, Russia|
62|217.69.203.57|217.69.203.0|217.69.203.255|volga-dnepr.com|8359|MTS|RU|Vladislav Abramov|(+7 495 9560000||Petrovsky Blvd 12, Bldg 3, 127051, Moscow, Russian Federation|
63|93.186.225.208|93.186.224.0|93.186.227.255|vk.com|47541|VKONTAKTE-SPB-AS VKONTAKTE SPb Net 1|RU|smk23||noc@vk.com|Prem.1-N, Bld. 12-14, Lit. A, Khersonskaya str., 191024, Saint-Petersburg, RUSSIAN FEDERATION|
64|194.54.14.159|194.54.14.0|194.54.14.255|sberbank.ru|35237|SBERBANK, RU|RU|Andrew Boitsov|(+7-846-998-1234|ayboytsov@sberbank.ru|Russia Savings Bank, Povolzhsky Head Office, Novo-Sadovaya st., 305, 443011, Samara, Russia|
65|193.19.171.166|193.19.168.0|193.19.171.255|magnit.ru|57319|TANDER-AS|RU|Andrey Krasnoperov|(+7 861 2109810||15/5, Solnechnaya Street, Krasnodar, 350072, Russia|
66|37.230.227.130|37.230.227.0|37.230.227.255|KupiVIP.ru|204036|PrivatTrade-AS Privat Trade LLC|RU|||support@kupivip.ru|109029, Moscow, Mikhailovsky driveway 1, bld. 21|
67|185.89.12.132|185.89.12.0|185.89.15.255|avito.ru|201012|AVITO, RU|RU|Vladimir Aksenov|(+7-916-024-2243||Lesnaya 7, Moscow, 125047, Russia|
68|95.173.136.70|95.173.130.0|95.173.138.255|kremlin.ru|8291|RSNET-AS The Federal Guard Service of the Russian Federation|RU|Andrey V. Sosov|(+7 495 6062863||Main Division of Informations Resource, for States organs of the Russian Federation, 4, Staraya sq., 103132 Moscow, Russia|
69|194.226.127.131|194.226.127.128|194.226.127.255|gov.ru|42121|RSNET-AS Russian State Internet Network|RU|Andrey V. Sosov|(+7 495 6062863||Main Division of Informations Resources, for States organs of the Russian Federation, 4, Staraya sq., 103132 Moscow, Russia|
70|212.40.192.49|212.40.192.0|212.40.192.255|cbr.ru|8904|BANK_OF_RUSSIA Tccbr|RU|Sergey A. Belyakov|(+7 495 753 9207||Russia, Moscow 125364, Svoboda st. 57 b.1, Bank of Russia|
71|114.255.212.90|114.240.0.0|114.255.255.255|cnpc.com.cn|4808|CHINA169-BJ China Unicom Beijing Province Network|CN|sun ying|(+86-10-66030657|hostmast@publicf.bta.net.cn|No.21, Jin-Rong Street, Beijing, 100033, P.R.China|
72|210.77.176.16|210.77.176.0|210.77.191.255|sgcc.com.cn|18241|SPINET State Power Information Net|CN|Liu Yingnan|(+86-10-63415272|manager@sp.com.cn|Beijing, China|
73|39.156.66.10|39.128.0.0|39.191.255.255|baidu.cn|23724|CHINANET-IDC-BJ-AP IDC, China Telecommunications Corporation|CN|haijun li|(+86-10-58501724|hostmaster@chinamobile.com|29,Jinrong Ave, Xicheng district,beijing,100032|
74|124.127.206.58|124.126.0.0|124.127.255.255|cscec.com.cn|4847|CNIX-AP China Networks Inter-Exchange|CN|Yiming Zheng|(+86-10-84588176|jordan_23_178@hotmail.com|Beijing, China|
75|219.142.91.72|219.142.91.0|219.142.91.255|icbc.com.cn|4847|CNIX-AP China Networks Inter-Exchange|CN|Hostmaster of Beijing Telecom corporation CHINA TELECOM|(+86-10-58503461|bjnic@bjtelecom.net|Beijing Telecom, No. 107 Xidan Beidajie, Xicheng District Beijing|
76|202.69.26.144|202.69.16.0|202.69.31.255|pingan.cn|23848|PINGANCOM Shenzhen Ping An Communication Technology Co.,Ltd|CN|Junli Yu|(+86-18128826702|Songyingke001@pingan.com.cn|Beijing, China|
77|124.127.108.78|124.126.0.0|124.127.255.255|ccb.com|4847|CNIX-AP China Networks Inter-Exchange|CN|Yiming Zheng|(+86-10-84588176|jordan_23_178@hotmail.com|Beijing, China|
78|124.74.251.239|124.74.0.0|124.75.255.255|abchina.com|4812|CHINANET-SH-AP China Telecom (Group)|CN|Wu Xiao Li|(+86-21-63630562|ipms@shtel.com.cn|No.31, Jingrong Street, Beijing, 100032|
79|123.125.116.28|123.112.0.0|123.127.255.255|sohu.com|4808|CHINA169-BJ China Unicom Beijing Province Network, CN|CN|ChinaUnicom Hostmaster|(+86-10-6625-9764|hqs-ipabuse@chinaunicom.cn|No.21, Jin-Rong Street, Beijing, 100033, P.R.China|
80|123.126.157.222|123.112.0.0|123.127.255.255|sina.com.cn|4808|CHINA169-BJ China Unicom Beijing Province Network, CN|CN|ChinaUnicom Hostmaster|(+86-10-6625-9764|hqs-ipabuse@chinaunicom.cn|No.21, Jin-Rong Street, Beijing, 100033, P.R.China|
81|106.48.13.75|106.48.0.0|106.48.255.255|people.com.cn|63541|CHINACACHE Beijing Blue I.T Technologies Co.,Ltd., CN|CN|Larry Shi|(+86-010-64085152|larry.shi@chinacache.com|Section A, Building 3, Dian Tong Creative Square No.7, Jiuxianqiao North Street, Chaoyang District, Beijing|
82|124.205.109.47|124.205.64.0|124.205.127.255|ccpit.org|4847|CNIX-AP China Networks Inter-Exchange, CN|CN|Pang Patrick|(+86-10-63181513|bill.pang@bj.datadragon.net|Fl./8, South Building, Bridge Mansion, No. 53|
83|122.112.221.226|122.112.128.0|122.112.255.255|onlinedown.net|4812|CHINANET-SH-AP China Telecom (Group), CN|CN|Guifang Qiu|(+86-186-1812-4392|hwclouds.cs@huawei.com|No.3 Information Road, Shangdi, Haidian District, Beijing, 100140 P.R.China|
84|198.11.132.199|198.11.128.0|198.11.191.255|alibabagroup.com|45102|CNNIC-ALIBABA-US-NET-AP Alibaba (US) Technology Co., Ltd.|CN|Alibaba NOC|(+1-408-748-1200|abuse@alibaba-inc.com|3945 Freedom Circle, Suite 600, Santa Clara, CA, 95054, US|
85|117.136.190.162|117.128.0.0|117.191.255.255|10086.cn|9808|CMNET-GD Guangdong Mobile Communication Co.Ltd.|CN|haijun li|(+86-105-268-6688|hostmaster@chinamobile.com|29 Jin Rong Ave, Beijing, China|
86|140.205.94.193|140.205.0.0|140.205.255.255|tmall.com|37963|CNNIC-ALIBABA-CN-NET-AP Hangzhou Alibaba Advertising Co.,Ltd.|CN|Guowei Pan|(+86-571-85022600|ipas@cnnic.cn|Beijing, China|
87|61.160.224.83|61.160.0.0|61.160.255.255|pbc.gov.cn|23650|CHINANET-JS-AS-AP AS Number for CHINANET jiangsu province backbone, CN|CN|Chinanet Hostmaster|(+86-25-86588231|ip@jsinfo.net|260 Zhongyang Road,Nanjing 210037|
88|111.13.149.108|111.0.0.0|111.63.255.255|jd.com|24547|CMNET-V4HEBEI-AS-AP Hebei Mobile Communication Company Limited|CN|haijun li|(+86 1052686688|hostmaster@chinamobile.com|29 Jin Rong Ave, Beijing, China|
89|218.247.4.7|218.247.0.0|218.247.31.255|clii.com.cn|17964|DXTNET Beijing Dian-Xin-Tong Network Technologies Co., Ltd., CN|CN|Xu Fuyuan|(+86-186-1296-4416|Xufuyuan@btte.net|No.11 Hepingli east Dongcheng District, Beijing,China|
90|123.127.249.132|123.127.249.128|123.127.249.255|sasac.gov.cn|4808|CHINA169-BJ China Unicom Beijing Province Network, CN|CN|Fu Yang|(+86-10-63192334|fuyang@sasac.gov.cn|Xuanwumen Xidajie 26 Xuanwu District Beijing,CN|
91|58.250.137.36|58.248.0.0|58.255.255.255|qq.com|135061|UNICOM-SHENZHEN-IDC China Unicom Guangdong IP network, CN|CN|ChinaUnicom Hostmaster|(+86-10-66259764|hqs-ipabuse@chinaunicom.cn|No.21, Jin-Rong Street, Beijing, 100033, P.R.China|
92|36.51.254.234|36.51.0.0|36.51.255.255|weibo.com|55355|ISP-AS-AP ISP, HK|CN|Haitao Li|(+86-010-82628888|haitao3@staff.sina.com.cn|15F, Ideal Plaza, No.58 Bei Si Huan Xi, Road Haidian District, Beijing, China, 100080|
93|123.58.180.7|123.58.160.0|123.58.191.255|163.com|45062|NETEASE-AS Guangzhou NetEase Computer System Co., Ltd., CN|CN|Fengxian Wen|(+86-20-85106115|fxwen@corp.netease.com|Guangzhou NetEase Computer System Co., Ltd., NetEase Building No.16 Ke Yun Road, Zhong Shan Avenue, Guangzhou, P.R. China|
94|110.75.139.5|110.75.128.0|110.75.159.255|alipay.com|37963|CNNIC-ALIBABA-CN-NET-AP Hangzhou Alibaba Advertising Co.,Ltd., CN|CN|Li Jia|(+86-0571-85022088|jiali.jl@alibaba-inc.com|NO.969 West Wen Yi Road, Yu Hang District, Hangzhou|
95|36.110.213.10 |36.110.0.0|36.110.255.255|360.cn|23724|CHINANET-IDC-BJ-AP IDC, China Telecommunications Corporation, CN|CN|Hostmaster of Beijing Telecom corporation CHINA   TELECOM|(+86-010-58503461|bjnic@bjtelecom.net|Beijing Telecom, No. 107 XiDan Beidajie, Xicheng District Beijing|
96|202.119.32.7|202.119.32.0|202.119.63.255|nju.edu.cn|4538|ERX-CERNET-BKB China Education and Research Network Center, CN|CN|Zheng Zhixiang|(+86-25-3317822|niczheng@nju.edu.cn|Network Information Center, Nanjing University, Nanjing, Jiangsu, 210093, China|
97|202.38.64.246|202.38.64.0|202.38.95.255|ustc.edu.cn|4538|ERX-CERNET-BKB China Education and Research Network Center, CN|CN|Shuang Zhu|(+86-10-6278-4049|szhu@dns.edu.cn|Room 224, Main Building, Tsinghua University, Beijing, 100084|
98|166.111.4.100|166.111.0.0|166.111.255.255|tsinghua.edu.cn|4538|ERX-CERNET-BKB China Education and Research Network Center, CN|CN|Shuang Zhu|(+86-10-6278-4049|szhu@dns.edu.cn|Room 224, Main Building, Tsinghua University, Beijing, 100084|
99|123.134.184.153|123.128.0.0|123.135.255.255|chinamil.com.cn|4837|CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN|CN|ChinaUnicom Hostmaster|(+86-10-66259764|hqs-ipabuse@chinaunicom.cn|No.21, Jin-Rong Street, Beijing, 100033, P.R.China|
100|120.52.99.224 |120.52.0.0|120.52.255.255|chinaunicom.com.cn|133119|UNICOM-CN China Unicom IP network, CN|CN|Xin Xing|(+86-18618215599|xingxin2@chinaunicom.cn|A133,Xidan North Avenue, Xicheng District, Beijing|
101|185.10.72.56|185.10.72.0|185.10.72.127|tehran-hospital.com|61055|IRANHOST-AS|IR|Peyman Shahidnoorai|(+98 21 83305||Unit 4, No 10, Qabousnameh st. Motahari ave. Tehran-Iran|
102|217.218.86.5|217.218.86.0|217.218.86.255|tci.ir|12880|DCI-AS|IR|pour abdollah|(+98 21 472 321 20||Tehran Sardar Jangal Street|
103|185.147.178.11|185.147.178.0|185.147.179.255|aparat.com|44932|SABAIDEA|IR|Mohammad Javad Shakouri|(+982122222136||No 217, Vahid Dastgerdi St, Modarres Highway, Tehran, Iran|
104|185.188.104.10|185.188.104.0|185.188.104.255|digikala.com|43211|DIGIKALA|IR|Saeid Mohammadi|(+982161930000||No 17, Bolbol Alle, Next To Jolfa St, Seyed Khandan Ae, 1541976111, Tehran, Iran, Islamic Republic Of|
105|46.209.139.192|46.209.136.0|46.209.143.255|tehrantimes.com|42337|RESPINA-AS Respina|IR|||majid@respina.net|No.1, Pedaran Alley. Nezami Ganjavi St. Tavanir St. Valiasr St. Tehran, Iran, Zip Code: 14348|
106|185.167.72.20|185.167.72.0|185.167.72.255|shaparak.ir|49796|SHAPARAK|IR|Mohsen Ghaderi|(+982126404915-321||No. 14, 2Nd Ave. Shah Nazari Ave. Mirdamad St, 1547914811, Tehran, Iran, Islamic Republic Of|
107|82.99.244.106|82.99.242.0|82.99.246.255|ninisite.com|16322|PARSONLINE Tehran - IRAN|IR||(+98 21 8220 8333|abuse@parsonline.net|224 Khoramshahr Ave. No. 6C, Tehran 15337, Iran|
108|217.25.57.51|217.25.57.0|217.25.57.255|iran-daily.com|29079|IRNA-AS Irna-Lan|IR|hossein jalilian|(+982182925110||No.873,ValiAsr Ave,Tehran , Iran|
109|176.56.156.136|176.56.156.0|176.56.156.255|bankmellat.ir|43415|SITSCO-AS|IR|Rasoul Ghorbani|(+98(21) 42135500||Ferdowsi Sq, Enghelab St, Ramsar St, Mohammad Agha St, No 28|
110|82.99.224.164|82.99.221.0|82.99.227.255|tejaratbank.ir|205550|TCEC-AS Tejarat Consultant Engineers Company P.J.S|IR||(+98 21 8220 8333|abuse@parsonline.net|224 Khoramshahr Ave. No. 6C, Tehran 15337, Iran|
111|94.182.146.12|94.182.146.0|94.182.147.255|yjc.ir|31549|RASANA|IR|Adel Khaleghi|(+98 21 88323520|abuse@rasana.net|Shatel Group Companies, # 2, Elahieh Alley, Shariati Ave. Sadr Bridge, Tehran, Iran, 1914733444|
112|185.143.234.5|185.143.234.0|185.143.234.255|en.bpi.ir|202468|AbrArvan-AS Noyan Abr Arvan Co. ( Private Joint Stock)|IR||(+982191019999||Shahid Dastgerdi (Zafar) 247, Nelson Mandela (Afrigha) Blvd., 1917717552, Tehran, IRAN, ISLAMIC REPUBLIC OF|
113|79.175.151.173|79.175.128.0|79.175.191.255|tsetmc.com|25184|AFRANET AFRANET Co. Tehran, Iran|IR|Afranet Co|(+98-21-81180||Afr@net 7Th Floor, No. 12, Sahand Street, Beheshti Avenue 15598-36111 Tehran Iran, Islamic Republic Of|
114|89.235.64.67|89.235.64.0|89.235.67.255|bmi.ir|39571|SADAD-AS|IR|Houman Baharestani|(+98-88702953||No34 - Ahmad Ghasir (Bokharest) Ave. - 9Th St, 1513736531, Tehran, Iran, Islamic Republic Of|
